beneficiary_id,village_id,village_name,gp_id,block_id,district,state,first_name,last_name,father_husband_name,gender,age,tribal_community,family_size,annual_income,education_level,occupation,aadhaar_number,mobile_number,bank_account,ifsc_code,created_date,updated_date
FRA_00004299,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अंकुर,श्रीवास्तव,प्रताप,Male,63,Gond,8,16646,Graduate,Agriculture,4151-6672-6651,+91-9162193262,BANK_622749128421,SBIN0027726,2024-10-15,2025-01-19
FRA_00004300,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,मञ्जुला,सरीन,नंद,Female,30,Baiga,7,77068,Middle,Agriculture,4068-9042-2162,+91-9602494716,BANK_525865824676,SBIN0050068,2021-08-15,2025-09-15
FRA_00004301,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,कुमार,मुख़र्जी,प्रदीप,Male,25,Gond,3,45845,Graduate,Animal_Husbandry,3660-9458-9967,+91-7133190528,BANK_372681523734,SBIN0066976,2024-01-18,2025-07-15
FRA_00004302,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,श्यामला,खत्री,जयदेव,Female,65,Bhil,6,79701,Illiterate,Animal_Husbandry,6126-1043-2916,+91-9418925325,BANK_545910674227,SBIN0096904,2020-10-25,2024-11-19
FRA_00004303,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,कला,मेहता,कमल,Female,32,Baiga,4,69270,Primary,Forest_Produce,6460-1436-3820,+91-7314149497,BANK_185425638854,SBIN0025824,2021-11-28,2025-06-29
FRA_00004304,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,मधुर,भट,सचिन,Female,18,Gond,2,20254,Graduate,Forest_Produce,3929-3094-1902,+91-8541654167,BANK_242746628193,SBIN0031864,2021-03-16,2025-07-08
FRA_00004305,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,श्यामल,सक्सेना,जयेन्द्र,Male,52,Bharia,3,62102,Secondary,Agriculture,9669-9656-1496,+91-8251836150,BANK_522730728439,SBIN0019290,2020-11-28,2025-06-06
FRA_00004306,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रतिमा,भट्टाचार्य,बलदेव,Female,25,Gond,8,27079,Middle,Animal_Husbandry,9790-3971-5318,+91-9000535538,BANK_490088005689,SBIN0084089,2025-03-24,2025-03-05
FRA_00004307,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,इला,कुमार,अमित,Male,67,Gond,5,40094,Graduate,Agriculture,7425-7860-6311,+91-7250346057,BANK_545543666475,SBIN0077488,2024-07-12,2025-09-26
FRA_00004308,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,दुर्गा,पिल्लई,देवराज,Female,47,Kol,8,20076,Primary,Animal_Husbandry,4225-2984-7958,+91-7085457881,BANK_486492688574,SBIN0016973,2023-07-15,2025-04-09
FRA_00004309,VIL_000218,सभापतिने,GP_000054,BLK_000003,Mandla,Madhya Pradesh,शङ्कर,डी’सोउज़ा,जय,Male,62,Bhil,8,59599,Illiterate,Animal_Husbandry,4264-3074-8586,+91-7261132927,BANK_859922198186,SBIN0098121,2023-04-04,2025-05-06
FRA_00004310,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,इन्द्रजित,सरकार,संदीप,Male,72,Bhil,2,71028,Graduate,Daily_Labor,6143-8065-5911,+91-8638923818,BANK_557572328787,SBIN0059662,2022-04-29,2025-02-08
FRA_00004311,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,पुष्पा,खत्री,धनञ्जय,Female,43,Bhil,5,30742,Middle,Forest_Produce,9274-5997-1136,+91-7074502247,BANK_223255198124,SBIN0037751,2025-01-03,2025-04-30
FRA_00004312,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अवनी,वर्मा,मञ्जुनाथ,Female,34,Baiga,5,81922,Middle,Animal_Husbandry,2599-1282-8777,+91-8031870891,BANK_991238529413,SBIN0033369,2020-11-24,2025-07-16
FRA_00004313,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुमन,बोस,पल्लव,Male,29,Baiga,4,44231,Primary,Animal_Husbandry,8004-3694-3314,+91-7897978530,BANK_360793326410,SBIN0045202,2023-11-08,2025-02-06
FRA_00004314,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,देवी,वर्मा,दिलीप,Female,20,Gond,4,51168,Illiterate,Animal_Husbandry,9090-7633-7046,+91-8983500499,BANK_580240279713,SBIN0020290,2021-10-04,2025-05-17
FRA_00004315,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,कर्ण,दास,गोपाल,Male,62,Gond,2,17490,Middle,Agriculture,3008-9678-7245,+91-7698700355,BANK_905925362588,SBIN0045144,2024-02-22,2025-04-01
FRA_00004316,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुशीला,कपूर,सुमन्त्र,Female,56,Baiga,6,43212,Primary,Daily_Labor,9326-2396-5672,+91-7240915238,BANK_534343147602,SBIN0087180,2023-11-02,2025-08-24
FRA_00004317,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,काशी,तिवारी,कुणाल,Female,75,Baiga,2,56947,Middle,Daily_Labor,9613-1783-1309,+91-9161979936,BANK_505792451862,SBIN0075310,2025-06-28,2025-06-18
FRA_00004318,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,तारा,ताम्बे,बल,Female,47,Bhil,2,42785,Illiterate,Forest_Produce,3225-4155-9047,+91-7232873867,BANK_914606249999,SBIN0080451,2024-10-01,2024-12-25
FRA_00004319,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,ज्योत्सना,सरीन,श्यामल,Female,35,Bhil,5,56901,Illiterate,Agriculture,4244-9874-2435,+91-8050346894,BANK_501607588923,SBIN0098646,2025-06-11,2025-07-31
FRA_00004320,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,मञ्जूषा,दास,ओम,Female,72,Gond,6,55462,Primary,Forest_Produce,3635-7601-5584,+91-8388045537,BANK_149192710557,SBIN0018614,2022-05-09,2025-01-10
FRA_00004321,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अवन्ती,जेटली,जयदेव,Female,73,Kol,3,44955,Secondary,Agriculture,2094-1773-7917,+91-8551996954,BANK_538913842228,SBIN0015796,2023-04-15,2024-11-13
FRA_00004322,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,मधु,चोपरा,दीपक,Female,36,Bharia,5,25868,Primary,Animal_Husbandry,4816-2294-1623,+91-9293524566,BANK_282055365397,SBIN0094840,2021-05-28,2025-01-28
FRA_00004323,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,नेहा,चोपरा,सुशील,Female,47,Bhil,5,15034,Secondary,Agriculture,5926-2897-9281,+91-8862538225,BANK_110257276472,SBIN0090048,2024-10-10,2024-12-16
FRA_00004324,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,लीला,शर्मा,अकबर,Female,42,Kol,8,28150,Illiterate,Forest_Produce,3124-2424-1285,+91-9065081929,BANK_651101050099,SBIN0066462,2022-09-14,2025-06-14
FRA_00004325,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अवन्ती,मल्होत्रा,अशोक,Female,32,Bhil,6,46123,Illiterate,Animal_Husbandry,6271-4657-4247,+91-9968117575,BANK_316369377968,SBIN0024795,2024-12-25,2024-11-19
FRA_00004326,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,कैलाश,रेड्डी,ख़ान,Female,55,Baiga,6,68485,Graduate,Agriculture,9454-7623-2967,+91-9831523871,BANK_449931884589,SBIN0094775,2024-08-24,2024-12-08
FRA_00004327,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अवनी,सिंह,कालिदास,Female,52,Kol,3,47812,Middle,Daily_Labor,7259-5583-3778,+91-7741067790,BANK_555389584895,SBIN0084421,2025-03-01,2024-12-17
FRA_00004328,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,गणेश,महरा,राहुल,Male,39,Bhil,6,46536,Illiterate,Agriculture,4246-6729-9760,+91-7253666084,BANK_871650425865,SBIN0082323,2025-07-21,2024-10-01
FRA_00004329,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,लीला,चोधरी,श्रेष्ठ,Female,41,Kol,7,47192,Middle,Daily_Labor,2587-1642-9305,+91-9223647822,BANK_418826198872,SBIN0083075,2021-09-01,2024-12-02
FRA_00004330,VIL_000219,मोकामा,GP_000054,BLK_000003,Mandla,Madhya Pradesh,वसन्त,अगरवाल,अनुज,Male,23,Bharia,8,39434,Secondary,Forest_Produce,8418-8249-9291,+91-7900687967,BANK_152778947159,SBIN0075103,2024-12-22,2025-03-26
FRA_00004331,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रमोद,बनर्जी,लाल,Male,26,Bharia,2,26656,Secondary,Animal_Husbandry,2409-9045-8404,+91-9858170432,BANK_229251868590,SBIN0010886,2022-08-24,2024-10-29
FRA_00004332,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सतीश,जेटली,मधुकर,Male,36,Gond,3,21982,Secondary,Forest_Produce,8155-2082-9160,+91-8335319603,BANK_599587787407,SBIN0044303,2024-01-08,2025-04-24
FRA_00004333,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,ईश,पाटिल,सुरेश,Male,48,Bharia,2,80794,Middle,Agriculture,1294-2018-1463,+91-7065978314,BANK_349495624158,SBIN0041299,2022-07-02,2025-02-27
FRA_00004334,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,इन्द्रजित,रंगराजन,प्रसाद,Male,71,Baiga,7,30392,Middle,Agriculture,5182-1131-2305,+91-7402235454,BANK_374436553235,SBIN0094218,2024-03-19,2024-11-02
FRA_00004335,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,बृजेश,आचार्य,जगदीश,Male,24,Bhil,7,25225,Graduate,Forest_Produce,8636-9061-3412,+91-8144895970,BANK_371822416830,SBIN0094554,2025-08-24,2024-12-24
FRA_00004336,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,दीपाली,डी’सोउज़ा,सरल,Female,63,Kol,4,57244,Secondary,Agriculture,9482-6083-7984,+91-9408941670,BANK_508445624821,SBIN0093265,2023-04-11,2025-03-18
FRA_00004337,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुमन,सेन,सुधीर,Male,31,Kol,4,73081,Middle,Animal_Husbandry,1729-2708-5775,+91-9213382076,BANK_913730456207,SBIN0025558,2024-10-26,2024-10-07
FRA_00004338,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,श्याम,मंडल,सोहेल,Male,62,Bharia,8,16957,Graduate,Forest_Produce,4650-9555-3151,+91-8614366300,BANK_565349152859,SBIN0025897,2025-04-02,2024-12-31
FRA_00004339,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रतिमा,रोद्रिगुएस,गोविंदा,Female,52,Bharia,5,24238,Primary,Animal_Husbandry,7605-7740-2936,+91-8653713076,BANK_899541780560,SBIN0069974,2022-07-13,2025-01-19
FRA_00004340,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,मनीषा,गुरुंग,नीरव,Female,61,Gond,7,80845,Secondary,Animal_Husbandry,6817-8470-5856,+91-9315104268,BANK_567006121834,SBIN0058648,2021-06-27,2025-04-29
FRA_00004341,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,देवी,कौल,शिव,Female,46,Bhil,6,75814,Secondary,Animal_Husbandry,8903-4505-9306,+91-7067320913,BANK_449878213461,SBIN0014455,2021-02-19,2025-06-25
FRA_00004342,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,नेहा,चक्रवर्ती,सुन्दर,Female,51,Baiga,3,47530,Secondary,Forest_Produce,4669-4912-5571,+91-9008439120,BANK_412554769650,SBIN0022233,2021-10-10,2024-12-16
FRA_00004343,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अमर,दासगुप्ता,कृष्ण,Male,45,Kol,6,80550,Secondary,Daily_Labor,8353-1855-8319,+91-8056064944,BANK_507761853064,SBIN0044277,2024-03-05,2024-12-05
FRA_00004344,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,एषा,आहूजा,हरि,Female,18,Bhil,3,25663,Secondary,Forest_Produce,3216-2092-5072,+91-7935678986,BANK_800092690263,SBIN0053551,2025-03-14,2025-01-20
FRA_00004345,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुदर्शना,चतुर्वेदी,जगन्नाथ,Female,61,Bharia,6,36948,Graduate,Agriculture,3693-3562-6677,+91-8433094738,BANK_927971848889,SBIN0075526,2023-02-14,2025-03-28
FRA_00004346,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अनुजा,देशपांडे,ज्योतिष,Female,57,Baiga,2,82117,Graduate,Forest_Produce,9161-1522-8186,+91-9570341505,BANK_743093692696,SBIN0018969,2022-10-13,2025-06-14
FRA_00004347,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रभाकर,चोपरा,श्रेष्ठ,Male,44,Baiga,3,25892,Middle,Daily_Labor,4683-6022-5810,+91-9682864412,BANK_718813459259,SBIN0074495,2021-01-19,2024-11-10
FRA_00004348,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,रश्मी,महरा,स्वपन,Female,75,Kol,2,52390,Graduate,Animal_Husbandry,8995-3032-2831,+91-8889122394,BANK_949349014711,SBIN0030755,2021-03-05,2025-06-01
FRA_00004349,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,लता,नारायण,प्रसन्न,Female,57,Bharia,7,56444,Graduate,Animal_Husbandry,4925-5195-4310,+91-8814597007,BANK_377527854195,SBIN0023679,2023-03-15,2025-01-11
FRA_00004350,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,देवी,मेनन,प्रकाश,Female,27,Kol,5,38396,Middle,Agriculture,9281-7216-3686,+91-9403649169,BANK_644020868543,SBIN0017445,2024-08-08,2025-06-15
FRA_00004351,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,शनि,मिस्त्री,काम,Male,74,Baiga,3,28243,Middle,Animal_Husbandry,7944-8353-2013,+91-7270686084,BANK_184265955553,SBIN0076953,2020-10-22,2024-11-03
FRA_00004352,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुमती,नारायण,सुधीर,Female,25,Kol,2,15951,Middle,Daily_Labor,3600-1738-8804,+91-7337197741,BANK_670844342187,SBIN0089723,2020-09-30,2025-01-27
FRA_00004353,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,यश,जयरामन,राज,Male,27,Baiga,2,46757,Illiterate,Animal_Husbandry,1530-6131-1572,+91-7819487228,BANK_443248805515,SBIN0060435,2021-08-12,2025-07-08
FRA_00004354,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,दर्शन,चक्रवर्ती,सवितृ,Male,73,Gond,5,46184,Middle,Agriculture,8904-5206-2441,+91-8197546962,BANK_482011259745,SBIN0057738,2022-02-26,2025-05-03
FRA_00004355,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,शान्ता,चतुर्वेदी,भारत,Female,38,Gond,8,39024,Primary,Forest_Produce,6574-6966-2228,+91-8782539960,BANK_433955383823,SBIN0091225,2024-11-04,2025-05-02
FRA_00004356,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सिकन्दर,सिंह,ईश,Male,40,Kol,5,40347,Illiterate,Forest_Produce,7256-4273-4812,+91-9201304125,BANK_887748837955,SBIN0050334,2022-10-27,2025-02-09
FRA_00004357,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रेमा,डी’सोउज़ा,आकाङ्क्षा,Female,39,Gond,2,73517,Middle,Daily_Labor,4420-6334-3938,+91-8361819173,BANK_816603302170,SBIN0010188,2022-02-28,2025-03-17
FRA_00004358,VIL_000220,मोकोकचुंग,GP_000054,BLK_000003,Mandla,Madhya Pradesh,शंतनु,द्विवेदी,सुधीर,Male,54,Gond,5,62958,Primary,Animal_Husbandry,5254-8553-1322,+91-8687207191,BANK_579538613422,SBIN0090390,2025-09-01,2025-05-05
FRA_00004359,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,गौहर,प्रधान,उत्तम,Female,49,Bharia,7,27987,Primary,Daily_Labor,2056-6061-6606,+91-7642973262,BANK_404325476217,SBIN0081769,2021-03-21,2024-10-14
FRA_00004360,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,गुलज़ार,मुख़र्जी,नंद,Female,35,Bharia,2,56464,Primary,Daily_Labor,1401-1283-5349,+91-7843251865,BANK_486390119549,SBIN0019947,2022-04-15,2025-08-15
FRA_00004361,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,लीलावती,अगरवाल,विजय,Female,20,Kol,3,35108,Graduate,Daily_Labor,7619-6963-2610,+91-7878126066,BANK_192151796649,SBIN0016444,2023-10-12,2025-03-09
FRA_00004362,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,प्रदीप,टंडन,माधव,Male,37,Bharia,7,28593,Primary,Animal_Husbandry,5591-4858-9461,+91-8139373879,BANK_618644550332,SBIN0013391,2025-02-04,2024-12-12
FRA_00004363,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,हरीश,नारायण,कुमार,Male,54,Baiga,7,17253,Middle,Agriculture,2557-7278-4461,+91-8027078363,BANK_845462652343,SBIN0029844,2023-05-08,2025-06-04
FRA_00004364,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,धनञ्जय,प्रसाद,प्रबोध,Male,70,Kol,3,56658,Graduate,Forest_Produce,3197-8020-6919,+91-9102805212,BANK_966495856679,SBIN0025692,2024-02-14,2024-10-07
FRA_00004365,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,रवि,खान,आकाङ्क्षा,Male,62,Bharia,3,53414,Graduate,Agriculture,3293-9369-4471,+91-7011166020,BANK_129565699995,SBIN0066047,2021-10-29,2025-01-22
FRA_00004366,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,जयदेव,गुप्ता,अनिरुद्ध,Male,73,Baiga,8,84731,Illiterate,Forest_Produce,3784-5395-6964,+91-7497950287,BANK_642945869852,SBIN0084779,2025-02-18,2025-05-13
FRA_00004367,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,जयदेव,यादव,प्रसन्न,Male,49,Kol,5,31036,Graduate,Animal_Husbandry,1128-9051-2398,+91-7407535914,BANK_256647543676,SBIN0090339,2023-10-02,2025-04-10
FRA_00004368,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,धवल,दासगुप्ता,अनुपम,Male,33,Baiga,7,57764,Graduate,Agriculture,5078-4433-6920,+91-7885872956,BANK_372186428175,SBIN0056166,2024-07-04,2025-09-07
FRA_00004369,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,भरत,जयरामन,वासिष्ठ,Female,28,Bharia,8,75346,Primary,Daily_Labor,6800-1360-5467,+91-9972361832,BANK_731480634667,SBIN0043251,2023-09-09,2025-04-18
FRA_00004370,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,इन्द्र,मल्होत्रा,दिलीप,Male,35,Kol,7,80067,Illiterate,Animal_Husbandry,3716-9713-9818,+91-7743866742,BANK_688743465597,SBIN0095265,2024-03-30,2025-03-22
FRA_00004371,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सवितृ,पवार,कपिल,Male,36,Bhil,5,36108,Illiterate,Animal_Husbandry,4188-7150-3132,+91-9567928212,BANK_106391803588,SBIN0037778,2023-05-25,2025-03-24
FRA_00004372,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,लीला,बलासुब्रमानियम,जयन्त,Female,72,Bhil,7,72567,Primary,Forest_Produce,3660-4566-3278,+91-7593434933,BANK_272881885316,SBIN0066727,2024-06-20,2025-08-14
FRA_00004373,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,कृष्ण,साहा,शेखर,Male,46,Bharia,7,43159,Secondary,Agriculture,3597-6577-5118,+91-7446795830,BANK_474923193767,SBIN0027874,2021-07-16,2025-06-02
FRA_00004374,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,तारा,तमांग,राज,Female,70,Bharia,4,77497,Middle,Agriculture,5546-5229-8628,+91-8215617310,BANK_201776100488,SBIN0068036,2024-11-06,2025-07-28
FRA_00004375,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,उमा,मेनन,अनिश,Female,37,Baiga,4,50239,Illiterate,Agriculture,6639-8507-5907,+91-9867872357,BANK_137504202596,SBIN0060686,2022-09-09,2025-08-30
FRA_00004376,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,सुनीती,भरद्वाज,दिलीप,Female,29,Bhil,3,38146,Graduate,Forest_Produce,3100-5392-5897,+91-8153713681,BANK_691257042198,SBIN0040400,2024-06-05,2025-02-19
FRA_00004377,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,गौरी,महरा,नंद,Female,64,Bhil,2,63371,Middle,Agriculture,8365-8910-6212,+91-8133171673,BANK_248151031281,SBIN0081269,2024-08-04,2025-03-18
FRA_00004378,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,दीपक,पिल्लई,सुरज,Male,65,Bhil,7,74043,Illiterate,Animal_Husbandry,7938-3915-6673,+91-7002280501,BANK_873538777018,SBIN0066203,2021-03-04,2025-05-19
FRA_00004379,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,अर्जुन,चटर्जी,सरल,Male,29,Gond,4,40583,Secondary,Animal_Husbandry,3046-5244-5673,+91-9353398485,BANK_623668294818,SBIN0031628,2022-06-27,2025-07-26
FRA_00004380,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,करिश्मा,सिन्हा,सतीश,Female,51,Bhil,6,31949,Secondary,Agriculture,6709-3816-9500,+91-9941419261,BANK_847230093730,SBIN0041152,2024-05-19,2024-09-27
FRA_00004381,VIL_000221,भद्रक,GP_000054,BLK_000003,Mandla,Madhya Pradesh,राजेन्द्र,वेंकटएसन,उत्तम,Male,38,Kol,6,32499,Illiterate,Agriculture,9334-3876-1349,+91-9035520659,BANK_652510468957,SBIN0010565,2021-03-04,2024-09-26
FRA_00004382,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,बलदेव,सिन्हा,रतन,Male,28,Gond,6,31957,Middle,Forest_Produce,2884-1064-5485,+91-7619315723,BANK_796624497435,SBIN0055285,2024-09-21,2025-04-13
FRA_00004383,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,इन्दिरा,चोपरा,आकाङ्क्षा,Female,49,Bharia,2,42732,Illiterate,Forest_Produce,9026-3141-1184,+91-7719518818,BANK_195842829132,SBIN0012981,2023-06-12,2024-11-01
FRA_00004384,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,जगजीत,दासगुप्ता,संदीप,Male,68,Baiga,3,77808,Graduate,Forest_Produce,6916-8595-9396,+91-9256707374,BANK_466135798790,SBIN0090262,2024-07-16,2025-05-02
FRA_00004385,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,संजना,बनर्जी,कम्बोज,Female,31,Baiga,5,19449,Primary,Forest_Produce,3797-5909-1805,+91-9366311425,BANK_613887676448,SBIN0072076,2021-12-18,2025-06-17
FRA_00004386,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,कर्ण,महरा,श्रेष्ठ,Male,18,Baiga,5,28646,Secondary,Agriculture,6687-1806-7222,+91-9328274847,BANK_260321520197,SBIN0048494,2025-03-06,2025-03-20
FRA_00004387,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,तारा,त्रिवेदी,अर्जुन,Female,18,Bharia,6,63388,Graduate,Forest_Produce,1818-9869-6350,+91-7502796534,BANK_494905357325,SBIN0021044,2025-07-19,2025-08-03
FRA_00004388,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,इला,नारायण,वासिष्ठ,Male,26,Bharia,5,65225,Illiterate,Agriculture,8482-5747-5598,+91-7470694264,BANK_955140017072,SBIN0067938,2024-07-29,2025-06-21
FRA_00004389,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,बृजेश,मित्रा,प्रताप,Male,41,Bharia,2,45763,Secondary,Daily_Labor,9205-9001-5064,+91-9023930818,BANK_865044622629,SBIN0055077,2022-10-10,2025-03-10
FRA_00004390,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,शेखर,मल्होत्रा,श्रेष्ठ,Male,66,Gond,3,56430,Graduate,Animal_Husbandry,9292-5575-9538,+91-9961722111,BANK_392932923471,SBIN0040049,2022-05-13,2024-10-10
FRA_00004391,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,रामचन्द्र,चोधरी,आकाङ्क्षा,Male,54,Kol,6,70887,Secondary,Agriculture,6492-6115-4016,+91-9435180394,BANK_940481655307,SBIN0054533,2023-07-12,2024-12-29
FRA_00004392,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,संजना,गावडे,शिव,Female,69,Kol,2,54586,Secondary,Animal_Husbandry,1845-1728-8663,+91-7379256691,BANK_991636035925,SBIN0020939,2021-12-23,2025-01-17
FRA_00004393,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,अनुपम,दासगुप्ता,ज्योतिष,Male,32,Bhil,3,43697,Secondary,Forest_Produce,6723-3433-2874,+91-9686569671,BANK_619405180340,SBIN0033532,2021-11-22,2024-10-31
FRA_00004394,VIL_000222,खडगपुर,GP_000055,BLK_000003,Mandla,Madhya Pradesh,चन्द्रकान्त,वर्मा,वसन्त,Male,35,Gond,4,26358,Middle,Daily_Labor,9733-9901-8108,+91-8805882993,BANK_998711612201,SBIN0024446,2024-12-07,2025-03-08
